variant_and_allele,p_value,trait,gene,location,af,tissues
rs6549358-<b>G</b>,5e-06,schizophrenia,HMGB1P36,3:70803555,0.4134664328940671,
rs6549358-<b>G</b>,5e-06,schizophrenia,RNU6-281P,3:70803555,0.4134664328940671,
rs9512730-<b>?</b>,5e-06,schizophrenia,RNU6-63P,13:27503007,-1.0,
rs9512730-<b>?</b>,5e-06,schizophrenia,LNX2,13:27503007,-1.0,
rs1858740-<b>C</b>,5e-06,schizophrenia,XYLB,3:38396881,0.528711383406063,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Colon_Transverse&Liver&Thyroid&Adrenal_Gland&Breast_Mammary_Tissue&Brain_Substantia_nigra&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Prostate&Heart_Atrial_Appendage&Testis&Heart_Left_Ventricle&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs11784536-<b>A</b>,5e-06,schizophrenia,IQANK1,8:143756977,0.6873246024321796,
rs12449000-<b>T</b>,5e-06,schizophrenia,FANCA,16:89806562,0.7401672050161505,
rs13119516-<b>A</b>,5e-06,schizophrenia,BANK1,4:101920448,0.16134087048210416,
rs13110633-<b>C</b>,5e-06,schizophrenia,SLAIN2,4:48468279,0.7067060637204522,Lung&Heart_Left_Ventricle&Colon_Transverse&Spleen&Esophagus_Muscularis&Artery_Tibial&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Colon_Sigmoid&Thyroid&Artery_Aorta&Muscle_Skeletal&Esophagus_Mucosa
rs13110633-<b>C</b>,5e-06,schizophrenia,SLC10A4,4:48468279,0.7067060637204522,Lung&Heart_Left_Ventricle&Colon_Transverse&Spleen&Esophagus_Muscularis&Artery_Tibial&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Colon_Sigmoid&Thyroid&Artery_Aorta&Muscle_Skeletal&Esophagus_Mucosa
rs117488988-<b>A</b>,5e-06,schizophrenia,KRT18P50,6:95898699,0.8864478560084701,Skin_Sun_Exposed_Lower_leg&Cells_Cultured_fibroblasts
rs12519062-<b>C</b>,5e-06,schizophrenia,MIR583HG,5:96170382,0.14176813128639493,
rs13276960-<b>G</b>,5e-06,schizophrenia,MAILR,8:102895776,0.9333076923076924,Skin_Not_Sun_Exposed_Suprapubic&Artery_Tibial&Esophagus_Muscularis&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Colon_Sigmoid
rs1546044-<b>A</b>,5e-06,schizophrenia,NR3C2,4:148411792,0.28125992588671256,
rs820970-<b>G</b>,5e-06,schizophrenia,UNKNOWN,2:57513953,0.010427694262121529,
rs73044404-<b>G</b>,5e-06,schizophrenia,CACNA1C,12:2026283,0.8920759167917649,
rs11063421-<b>T</b>,5e-06,schizophrenia,KCNA1,12:4949227,0.8952885124404447,
rs11063421-<b>T</b>,5e-06,schizophrenia,KCNA5,12:4949227,0.8952885124404447,
rs59888335-<b>T</b>,5e-06,schizophrenia,UNKNOWN,3:80610899,0.19819672131147545,Testis
rs6083-<b>A</b>,5e-06,schizophrenia,LIPC,15:58545811,0.6219485565411201,
rs2298450-<b>C</b>,5e-06,schizophrenia,DOP1B,21:36251149,0.6327170453058911,
rs220519-<b>T</b>,5e-06,schizophrenia,ARHGAP40,20:38650612,0.6158696089610303,
rs2189246-<b>A</b>,5e-06,schizophrenia,PCLO,7:82815056,0.5263422818791946,
rs77421486-<b>C</b>,5e-06,schizophrenia,RN7SKP60,5:165690456,0.9873981950253136,
rs117509195-<b>G</b>,5e-06,schizophrenia,LINC00301,11:60619545,0.9955249945426764,
rs17203055-<b>?</b>,5e-06,schizophrenia,ARHGAP31,3:119365484,-1.0,Adipose_Subcutaneous&Lung&Colon_Transverse&Artery_Tibial&Thyroid&Artery_Aorta&Adipose_Visceral_Omentum&Spleen
rs78392994-<b>T</b>,5e-06,schizophrenia,FER,5:108953202,0.9099212904479642,Colon_Sigmoid
rs141216273-<b>A</b>,5e-06,schizophrenia,ARNILA,2:25376303,0.03536223562063355,Thyroid&Brain_Spinal_cord_cervical_c-1
rs141216273-<b>A</b>,5e-06,schizophrenia,DTNB,2:25376303,0.03536223562063355,Thyroid&Brain_Spinal_cord_cervical_c-1
rs4669297-<b>T</b>,5e-06,schizophrenia,LINC01814,2:8598773,0.06190215905985243,
rs4669297-<b>T</b>,5e-06,schizophrenia,SNRPEP5,2:8598773,0.06190215905985243,
rs16869652-<b>?</b>,5e-06,schizophrenia,LINC01016,6:33883396,-1.0,
rs4459386-<b>A</b>,5e-06,schizophrenia,LIMA1,12:50201164,0.4095380708691944,
rs62544595-<b>G</b>,6e-06,schizophrenia,TEK,9:27135720,0.035591453882230326,Heart_Atrial_Appendage&Artery_Tibial&Artery_Aorta&Cells_Cultured_fibroblasts&Muscle_Skeletal
rs7875611-<b>T</b>,6e-06,schizophrenia,ALOX15P2,9:92916727,0.3521466203340433,Skin_Not_Sun_Exposed_Suprapubic&Heart_Atrial_Appendage&Adipose_Subcutaneous&Colon_Transverse&Spleen&Esophagus_Muscularis&Artery_Tibial&Stomach&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Colon_Sigmoid&Thyroid&Cells_Cultured_fibroblasts&Pancreas&Muscle_Skeletal&Esophagus_Mucosa
rs12445424-<b>A</b>,6e-06,schizophrenia,LINC02188,16:87029768,0.253271075991585,
rs12445424-<b>A</b>,6e-06,schizophrenia,LINC02181,16:87029768,0.253271075991585,
rs75080020-<b>T</b>,6e-06,schizophrenia,EIF4E2P2,3:115264809,0.957126359349437,
rs16971465-<b>C</b>,6e-06,schizophrenia,ZFHX3,16:72983162,0.8826820940819423,
rs820970-<b>T</b>,6e-06,schizophrenia,UNKNOWN,2:57513953,0.9895723057378784,
rs12052801-<b>A</b>,6e-06,schizophrenia,PPP3R1,2:68196086,0.7022233986236104,Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Liver&Thyroid&Adrenal_Gland&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pancreas&Brain_Hypothalamus
rs7641070-<b>G</b>,6e-06,schizophrenia,PPP2R3A,3:135979287,0.1669918943260282,Brain_Spinal_cord_cervical_c-1&Adipose_Subcutaneous&Artery_Tibial&Spleen&Esophagus_Muscularis&Stomach&Liver&Nerve_Tibial&Colon_Sigmoid&Thyroid&Cells_Cultured_fibroblasts&Breast_Mammary_Tissue&Adipose_Visceral_Omentum&Muscle_Skeletal&Esophagus_Mucosa
rs157981-<b>C</b>,6e-06,schizophrenia,UNKNOWN,10:78744513,0.20281344894449926,
rs6834681-<b>A</b>,6e-06,schizophrenia,RASGEF1B,4:81713656,0.10251308229955723,
rs11078493-<b>A</b>,6e-06,schizophrenia,UBE2G1,17:4279429,0.6069348861831657,
rs13424309-<b>T</b>,6e-06,schizophrenia,PCGEM1,2:192861321,0.41911584619152586,
rs149110600-<b>A</b>,6e-06,schizophrenia,CIR1,2:174376730,0.0329512893982808,
rs67478160-<b>C</b>,6e-06,schizophrenia,PPP1R13B,14:103824337,0.6466599698643898,
rs2161300-<b>T</b>,6e-06,schizophrenia,CTB-178M22.2,5:168234157,0.17278052077271105,Lung
rs2161300-<b>T</b>,6e-06,schizophrenia,TENM2,5:168234157,0.17278052077271105,Lung
rs2072883-<b>A</b>,6e-06,schizophrenia,TTLL1,22:43039662,0.6490808628201041,
rs2072883-<b>A</b>,6e-06,schizophrenia,TTLL1-AS1,22:43039662,0.6490808628201041,
rs9403484-<b>T</b>,6e-06,schizophrenia,AIG1,6:143330832,0.20909484625378952,
rs76456399-<b>A</b>,6e-06,schizophrenia,LINC01394,6:1371322,0.01852557127312296,
rs76456399-<b>A</b>,6e-06,schizophrenia,FOXF2-DT,6:1371322,0.01852557127312296,
rs13217797-<b>T</b>,6e-06,schizophrenia,CARMIL1,6:25485786,0.7653785071466385,Skin_Not_Sun_Exposed_Suprapubic&Heart_Atrial_Appendage&Whole_Blood&Adipose_Subcutaneous&Lung&Testis&Heart_Left_Ventricle&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Artery_Tibial&Nerve_Tibial&Skin_Sun_Exposed_Lower_leg&Thyroid&Cells_Cultured_fibroblasts&Breast_Mammary_Tissue&Adipose_Visceral_Omentum&Muscle_Skeletal&Esophagus_Mucosa
rs489332-<b>?</b>,6e-06,schizophrenia,UNKNOWN,9:75413430,-1.0,
rs12554020-<b>C</b>,6e-06,schizophrenia,FAM120A,9:93507955,0.1930141029845851,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs10814727-<b>A</b>,6e-06,schizophrenia,YWHABP1,9:38638839,0.9045178435839027,Testis&Lung
rs10814727-<b>A</b>,6e-06,schizophrenia,FAM201A,9:38638839,0.9045178435839027,Testis&Lung
rs2726807-<b>?</b>,6e-06,schizophrenia,TENM3,4:182216245,-1.0,Colon_Sigmoid
rs1170612-<b>?</b>,6e-06,schizophrenia,CNTNAP5,2:124225479,-1.0,
rs72882854-<b>A</b>,6e-06,schizophrenia,SCN1A-AS1,2:166304860,0.26103369958873,
rs72882854-<b>A</b>,6e-06,schizophrenia,SCN9A,2:166304860,0.26103369958873,
rs36104021-<b>C</b>,6e-06,schizophrenia,ASCL1,12:102967334,0.9067867616254712,
rs4381823-<b>?</b>,6e-06,schizophrenia,FBXO11,2:47820196,-1.0,Whole_Blood
rs7008026-<b>C</b>,6e-06,schizophrenia,PRDM14,8:70038045,0.1736758214811182,Adipose_Visceral_Omentum
rs7008026-<b>C</b>,6e-06,schizophrenia,SUMO2P20,8:70038045,0.1736758214811182,Adipose_Visceral_Omentum
rs2205299-<b>T</b>,6e-06,schizophrenia,UNKNOWN,21:16834310,0.7260455267337216,
rs10849689-<b>A</b>,6e-06,schizophrenia,C12orf76,12:110055417,0.7449973530968766,
rs7127399-<b>G</b>,6e-06,schizophrenia,OR8Q1P,11:124591378,0.6781265422959234,
rs7127399-<b>G</b>,6e-06,schizophrenia,OR8A1,11:124591378,0.6781265422959234,
rs35261864-<b>C</b>,6e-06,schizophrenia,ROBO2,3:76220735,0.6445209105346744,Prostate
rs151222-<b>?</b>,6e-06,schizophrenia,ACSM1,16:20663170,-1.0,
rs151222-<b>?</b>,6e-06,schizophrenia,ACSM3,16:20663170,-1.0,
rs1882760-<b>A</b>,6e-06,schizophrenia,DSCAM,21:40316840,0.4942232992085965,
rs12620761-<b>T</b>,6e-06,schizophrenia,MGAT5,2:134096560,0.001955671447196871,
rs62296447-<b>T</b>,6e-06,schizophrenia,LINC02438,4:19361370,0.8567496029645315,Testis
rs12129731-<b>T</b>,6e-06,schizophrenia,LINC01776,1:98222135,0.1849015317286652,Cells_Cultured_fibroblasts
rs1412115-<b>?</b>,6e-06,schizophrenia,RPL23P11,10:33799125,-1.0,
rs1412115-<b>?</b>,6e-06,schizophrenia,LINC00838,10:33799125,-1.0,
rs2929278-<b>C</b>,6e-06,schizophrenia,FRMD5,15:43958115,0.7114395421285228,
rs11690935-<b>G</b>,6e-06,schizophrenia,RPL21P38,2:171676795,0.5361659079413252,
rs11690935-<b>G</b>,6e-06,schizophrenia,DYNC1I2,2:171676795,0.5361659079413252,
rs74338693-<b>G</b>,7.000000000000001e-06,schizophrenia,SCN1A-AS1,2:165957215,0.05905032467532467,Adipose_Subcutaneous&Testis&Nerve_Tibial&Thyroid&Artery_Aorta&Brain_Cerebellum
rs11064837-<b>A</b>,7.000000000000001e-06,schizophrenia,TMEM233,12:119579901,0.7157226045526733,
rs11064837-<b>A</b>,7.000000000000001e-06,schizophrenia,CCDC60,12:119579901,0.7157226045526733,
rs12693217-<b>G</b>,7.000000000000001e-06,schizophrenia,CWC22,2:179977187,0.8886712546320805,
rs4621267-<b>T</b>,7.000000000000001e-06,schizophrenia,RPL35P8,22:49179065,0.07833314583319546,
rs1040393-<b>C</b>,7.000000000000001e-06,schizophrenia,ILDR2,1:166892359,0.7874224478285392,Artery_Tibial&Colon_Sigmoid&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Muscularis&Liver&Thyroid&Artery_Aorta&Brain_Amygdala&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Heart_Atrial_Appendage&Lung&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary
rs1040393-<b>C</b>,7.000000000000001e-06,schizophrenia,TADA1,1:166892359,0.7874224478285392,Artery_Tibial&Colon_Sigmoid&Adipose_Visceral_Omentum&Skin_Not_Sun_Exposed_Suprapubic&Brain_Cortex&Adipose_Subcutaneous&Esophagus_Muscularis&Liver&Thyroid&Artery_Aorta&Brain_Amygdala&Whole_Blood&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Heart_Atrial_Appendage&Lung&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary
rs513088-<b>G</b>,7.000000000000001e-06,schizophrenia,RPL4P2,1:166700699,0.3084171519322393,Esophagus_Muscularis
rs513088-<b>G</b>,7.000000000000001e-06,schizophrenia,FMO10P,1:166700699,0.3084171519322393,Esophagus_Muscularis
rs2540277-<b>C</b>,7.000000000000001e-06,schizophrenia,TMEM182,2:102809718,0.9406682784537356,Muscle_Skeletal&Spleen&Whole_Blood&Heart_Left_Ventricle
rs161660-<b>G</b>,7.000000000000001e-06,schizophrenia,PRICKLE2,3:64130365,0.5458973001588142,Skin_Not_Sun_Exposed_Suprapubic&Testis&Esophagus_Muscularis&Skin_Sun_Exposed_Lower_leg&Thyroid
rs10777165-<b>C</b>,7.000000000000001e-06,schizophrenia,POC1B,12:89447088,0.3023985653440933,
rs8066384-<b>C</b>,7.000000000000001e-06,schizophrenia,RPTOR,17:80651956,0.6630157921548651,
rs4740446-<b>T</b>,7.000000000000001e-06,schizophrenia,PTPRD,9:10255540,0.4634727368978295,
rs7617937-<b>A</b>,7.000000000000001e-06,schizophrenia,SATB1-AS1,3:18846493,0.4416093170989942,
rs2159767-<b>?</b>,7.000000000000001e-06,schizophrenia,UNKNOWN,X:148299501,-1.0,Esophagus_Muscularis&Adipose_Subcutaneous
rs1879248-<b>?</b>,7.000000000000001e-06,schizophrenia,CCDC39,3:180833426,-1.0,Nerve_Tibial&Brain_Frontal_Cortex_BA9&Testis&Brain_Cortex
rs12193070-<b>A</b>,7.000000000000001e-06,schizophrenia,LINC02549,6:68309831,0.2615897660179313,Testis
rs27419-<b>C</b>,7.000000000000001e-06,schizophrenia,MOCS2,5:53125108,0.3867912159947558,Heart_Atrial_Appendage&Adipose_Subcutaneous&Lung&Heart_Left_Ventricle&Esophagus_Gastroesophageal_Junction&Artery_Tibial&Esophagus_Muscularis&Nerve_Tibial&Colon_Sigmoid&Thyroid&Cells_Cultured_fibroblasts&Artery_Aorta&Adrenal_Gland&Adipose_Visceral_Omentum
rs7901794-<b>C</b>,7.000000000000001e-06,schizophrenia,NRBF2,10:63118178,0.09419829884473783,
rs7901794-<b>C</b>,7.000000000000001e-06,schizophrenia,RNU6-543P,10:63118178,0.09419829884473783,
rs79258494-<b>A</b>,7.000000000000001e-06,schizophrenia,SUMO2P2,9:23576502,0.7366860772895713,Esophagus_Muscularis
rs16934812-<b>?</b>,7.000000000000001e-06,schizophrenia,TMTC1,12:29719385,-1.0,
rs73627050-<b>?</b>,7.000000000000001e-06,schizophrenia,NLGN4X,X:6094587,-1.0,Ovary&Heart_Atrial_Appendage&Adipose_Subcutaneous&Artery_Coronary&Testis&Heart_Left_Ventricle&Artery_Tibial&Brain_Cerebellar_Hemisphere&Skin_Sun_Exposed_Lower_leg&Artery_Aorta&Brain_Cerebellum
rs36059107-<b>A</b>,7.000000000000001e-06,schizophrenia,NPAS3,14:33768747,0.18538909475913184,
rs8016982-<b>C</b>,7.000000000000001e-06,schizophrenia,GTF2A1,14:81240713,0.37059980334316617,
rs8016982-<b>C</b>,7.000000000000001e-06,schizophrenia,DYNLL1P1,14:81240713,0.37059980334316617,
rs35094601-<b>G</b>,7.000000000000001e-06,schizophrenia,RNF14P1,2:138454920,0.2611832611832612,Artery_Aorta
rs35094601-<b>G</b>,7.000000000000001e-06,schizophrenia,SPOPL,2:138454920,0.2611832611832612,Artery_Aorta
rs117325001-<b>T</b>,7.000000000000001e-06,schizophrenia,BNIP3L,8:26384756,0.16296017087573814,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Adipose_Subcutaneous&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Whole_Blood&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Spleen&Muscle_Skeletal&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Cerebellum&Small_Intestine_Terminal_Ileum
rs61935443-<b>C</b>,7.000000000000001e-06,schizophrenia,KRT19P2,12:94855988,0.2039174166225516,
rs61935443-<b>C</b>,7.000000000000001e-06,schizophrenia,NDUFA12,12:94855988,0.2039174166225516,
rs10924245-<b>?</b>,7.000000000000001e-06,schizophrenia,KIF26B,1:245570306,-1.0,
rs11603151-<b>A</b>,7.000000000000001e-06,schizophrenia,LINC02706,11:134654555,0.3265325571606693,
rs11616416-<b>A</b>,7.000000000000001e-06,schizophrenia,MTUS2,13:29262114,0.239202217743843,
rs61841072-<b>G</b>,7.000000000000001e-06,schizophrenia,SEPTIN14P21,1:242966101,0.2934125269978401,
rs62064224-<b>G</b>,7.000000000000001e-06,schizophrenia,RHBDL3,17:32308096,0.7283055023268546,
rs12887386-<b>A</b>,7.000000000000001e-06,schizophrenia,UNKNOWN,14:85099583,0.91502021657887,
rs3131888-<b>C</b>,7.000000000000001e-06,schizophrenia,ZFP57,6:29696112,0.424585716380701,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs3131888-<b>C</b>,7.000000000000001e-06,schizophrenia,ZDHHC20P1,6:29696112,0.424585716380701,Artery_Coronary&Brain_Caudate_basal_ganglia&Artery_Tibial&Brain_Cerebellar_Hemisphere&Colon_Sigmoid&Cells_Cultured_fibroblasts&Adipose_Visceral_Omentum&Minor_Salivary_Gland&Skin_Not_Sun_Exposed_Suprapubic&Ovary&Brain_Cortex&Adipose_Subcutaneous&Brain_Hippocampus&Cells_EBV-transformed_lymphocytes&Esophagus_Gastroesophageal_Junction&Colon_Transverse&Esophagus_Muscularis&Stomach&Liver&Thyroid&Artery_Aorta&Breast_Mammary_Tissue&Adrenal_Gland&Uterus&Brain_Substantia_nigra&Brain_Amygdala&Whole_Blood&Brain_Spinal_cord_cervical_c-1&Brain_Cerebellum&Brain_Anterior_cingulate_cortex_BA24&Brain_Putamen_basal_ganglia&Skin_Sun_Exposed_Lower_leg&Brain_Nucleus_accumbens_basal_ganglia&Muscle_Skeletal&Spleen&Esophagus_Mucosa&Prostate&Heart_Atrial_Appendage&Lung&Testis&Heart_Left_Ventricle&Brain_Frontal_Cortex_BA9&Nerve_Tibial&Pituitary&Pancreas&Vagina&Brain_Hypothalamus&Small_Intestine_Terminal_Ileum
rs2455601-<b>A</b>,7.000000000000001e-06,schizophrenia,DENND2B,11:8877853,0.1682483127205454,
rs1805203-<b>G</b>,7.000000000000001e-06,schizophrenia,SOX2-OT,3:181056092,0.10527564285036532,Testis
rs11592657-<b>A</b>,7.000000000000001e-06,schizophrenia,DOCK1,10:126992179,0.7534145050291159,
rs114333818-<b>A</b>,7.000000000000001e-06,schizophrenia,PLA2G4A,1:186856584,0.08498811623092847,
rs989197-<b>T</b>,7.000000000000001e-06,schizophrenia,UNKNOWN,3:162197124,0.4082124167459562,Nerve_Tibial&Thyroid&Esophagus_Muscularis
rs9881798-<b>C</b>,7.000000000000001e-06,schizophrenia,PLCL2,3:16805459,0.4664372683959767,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Artery_Tibial&Brain_Cerebellar_Hemisphere&Cells_Cultured_fibroblasts&Pancreas
rs75094680-<b>A</b>,7.000000000000001e-06,schizophrenia,UNKNOWN,5:30558030,0.002276336686077289,
rs6953837-<b>A</b>,7.000000000000001e-06,schizophrenia,INSIG1-DT,7:155227220,0.4392012809644909,
rs6953837-<b>A</b>,7.000000000000001e-06,schizophrenia,RN7SKP280,7:155227220,0.4392012809644909,
rs72925918-<b>G</b>,7.000000000000001e-06,schizophrenia,HNRNPA1P47,2:194215175,0.8485261246158144,
rs1791244-<b>?</b>,7.000000000000001e-06,schizophrenia,MIR924HG,18:39489348,-1.0,
rs1561296-<b>?</b>,7.000000000000001e-06,schizophrenia,SPATS2L,2:200443394,-1.0,Skin_Not_Sun_Exposed_Suprapubic&Whole_Blood&Esophagus_Muscularis&Lung
rs12949688-<b>?</b>,7.000000000000001e-06,schizophrenia,RN7SKP94,17:57748340,-1.0,
rs12949688-<b>?</b>,7.000000000000001e-06,schizophrenia,CCDC182,17:57748340,-1.0,
rs5749696-<b>C</b>,7.000000000000001e-06,schizophrenia,YPEL1,22:21709048,0.5213822763341208,
rs2019872-<b>C</b>,7.000000000000001e-06,schizophrenia,SMG6,17:2107024,0.12268322513877128,
rs60037734-<b>G</b>,7.000000000000001e-06,schizophrenia,ZMYM4,1:35213586,0.8805717310746427,
rs60037734-<b>G</b>,7.000000000000001e-06,schizophrenia,Y_RNA,1:35213586,0.8805717310746427,
rs6919939-<b>A</b>,7.000000000000001e-06,schizophrenia,UNKNOWN,6:164553981,0.7154749791878642,
rs1351267-<b>?</b>,7.000000000000001e-06,schizophrenia,UNKNOWN,3:152045912,-1.0,
rs6095357-<b>C</b>,7.000000000000001e-06,schizophrenia,ARFGEF2,20:48907328,0.5309541150764748,
rs6095357-<b>C</b>,7.000000000000001e-06,schizophrenia,PREX1,20:48907328,0.5309541150764748,
rs35553880-<b>T</b>,8e-06,schizophrenia,LINC01378,4:117723666,-1.0,
rs4129575-<b>A</b>,8e-06,schizophrenia,HS3ST4,16:26118462,0.8301731778161611,
rs10862476-<b>G</b>,8e-06,schizophrenia,RPL7P43,12:76740025,0.5042344201403219,
rs10862476-<b>G</b>,8e-06,schizophrenia,ZDHHC17,12:76740025,0.5042344201403219,
rs200610334-<b>AT</b>,8e-06,schizophrenia,MCHR1,22:40728162,-1.0,
rs200610334-<b>AT</b>,8e-06,schizophrenia,SLC25A17,22:40728162,-1.0,
rs10891354-<b>C</b>,8e-06,schizophrenia,LINC02762,11:112392780,0.6906829010058232,
rs10891354-<b>C</b>,8e-06,schizophrenia,LINC02763,11:112392780,0.6906829010058232,
rs28587833-<b>G</b>,8e-06,schizophrenia,RPL32P31,17:80537527,0.20463383020090734,
rs28587833-<b>G</b>,8e-06,schizophrenia,NPTX1,17:80537527,0.20463383020090734,
rs11044946-<b>T</b>,8e-06,schizophrenia,TCP1P3,12:19928401,0.0772366331392271,
rs17290922-<b>?</b>,8e-06,schizophrenia,NLRC5,16:56990405,-1.0,
rs10123671-<b>G</b>,8e-06,schizophrenia,DMRT1,9:29161220,0.15711390512169687,Nerve_Tibial&Adipose_Subcutaneous
rs7020830-<b>T</b>,8e-06,schizophrenia,EBLN3P,9:37085187,0.3528321863419799,Testis&Muscle_Skeletal&Adrenal_Gland&Cells_Cultured_fibroblasts
